input_text,target_text
generate description: The Puppet Company - Finger Puppet Characters - Pirate,"Product Description Finger puppets are great for small and large hands alike, the “Fingers of Fun” range is full of fantastical and fairy tale characters. Use this dashing Pirate to act out stories and exotic tales. Children and adults alike are fascinated and enchanted by the magic of puppetry, and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative, use their imagination to tell exciting stories, to bring fairy tales to life, to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Finger Puppet"
generate description: Gund Sesame Street Bert Finger Puppet,"Kids will enjoy acting out the roles of their favorite sesame street pets with this adorable plush finger puppet. Perfect for those little hands! Bert stands about 6.25"" tall and looks like he just walked off the set of Sesame Street."
generate description: Casdon Self Service Supermarket,"Product Description Introducing our new electronic till which has been designed to replicate today's self-contained, self-service checkouts. This high-tech looking toy is packed with features and has realistic sounds, scanner, chip & pin machine, baskets and lots of branded play food. 75 pieces in total. Height: 75 cm. Box Contains 1 x Self-Service Supermarket1 x Bank notes/ Coins1 x Play Food/ Groceries1 x Basket"
generate description: The Puppet Company - Finger Puppets - Walking Gingerbread Man,"Product Description Finger puppets are great for small and large hands alike, the “Fingers of Fun” range is full of fantastical and fairy tale characters. Use this walking Gingerbread Man to act out stories and exotic tales. Children and adults alike are fascinated and enchanted by the magic of puppetry, and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative, use their imagination to tell exciting stories, to bring fairy tales to life, to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Finger Puppet"
generate description: Peppa Pig Hopscotch Handbag,"Product Description This Peppa pig Hopscotch designed handbag comes in a bold pink and features Peppa pig on the side. It is zip fastening for easy access and lined for that luxury feel. With a short carrying handle this is the perfect first handbag for dress up and that little one who wants to feel like mummy.Established in 1999, Trade Mark Collections has been designing and selling quality licensed children's bags, umbrellas and accessories for over ten years. During this time, we have grown to be the acknowledged market leader throughout the UK and Ireland priding ourselves on top quality character products and friendly reliable customer service. Box Contains 1 x Handbag"
generate description: Melissa & Doug Shopping Trolley,"Product Description Melissa & Doug Shopping Trolley is a durable, metal shopping trolley that looks just like the ones used in the shops! The trolley has pivoting front wheels. It also has a folding seat, so that your child can take a favourite companion up and down the aisles in style! Why not add to the fun with some health-conscious, full-size, play-time produce? Box Contains Metal Shopping Cart"
"generate description: howa Toy Shop ""Little Seller"" with 25 accessories 4753","Lots of fruits and vegetables provides our small retailers in the wooden market stall. The fruits and vegetables will be presented in practical wooden baskets. 2 shopping bags and the play money make the market stall completely. The 25 piece accessories includes: 4 wooden baskets, 3 bananas, 1 bunch of grapes, 2 strawberries, 3 apples, 3 pears, 3 lemons, 3 carrots, 2 shopping bags and play money. height 65 cm, width 43 cm, length 22 cm ATTENTION! Not suitable for children under 3 years, because of solvable small parts. Suffocation hazard!"
"generate description: Homgaty 10 Pcs Animals Finger Puppets Story Telling Nursery Fairy Tale The Perfect Birthday, Christmas Gift","One problem in education is finding a way to teach values to children without getting into any specific religion. Re-telling classic stories with a modern twist is a way to help solve that problem. Using Aesop's Fables is one good example. - by Ron Kurtus - Every child should own a copy of Aesop's Fables. By using Aesop's Fables finger puppet, wisdom values will be taught vividly. Not only does the children enjoy the pleasure but also they do establish imagination and creation in their life."
generate description: The Puppet Company - Finger Puppets - African Animals Set of 6,"Product Description This gift box contains six of the most loved popular finger puppets, measuring fifteen centimetres high they are suitable for small or large hands. Children and adults alike are fascinated and enchanted by the magic of puppetry, and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative, use their imagination to tell exciting stories, to bring fairy tales to life, to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet."
generate description: Santoys - Wooden Toys - Role Play - Post Box,A beautifully finished wooden post box from Santoys. Make sure Santa never misses his letter by putting it through the top slot to be collected by the postman! Easily carried using the handles at the top.
generate description: Casdon Chip 'n' Pin Till,"Product Description This toy features a checkout till with a working electronic calculator and two simulated credit cards with different pin numbers. When the correct pin number is entered a green light appears and a bell ring sounds Box Contains Chip 'n' Pin till, with working calculator Chip 'n' Pin card reader 2 x Chip 'n' Pin cards with separate PINs Till roll Play food cartons"
generate description: Pintoy Two Piece Shop,"Product Description This two-piece shop is an ideal display for all the things a shop stocks. Multi-award winning toy maker Pintoy give you quality products that are beautiful, traditional, and fun, and that provide a connection to nature through the use of sustainable Rubber wood. Pintoy toys are tested against the most stringent safety test including the European toy safety standard EN71 to ensure physical and mechanical safety. The shop comes complete with counter, shelves and drawers in different colours, that can teach your child in a fun way how to sort and tidy away stuff. This is bound to provide hours of entertainment and is perfect for any budding entrepreneur. Box Contains 1 x Pintoy two piece Shop1 x Paper roll"
generate description: The Puppet Company - Finger Puppets - Horse,"The Puppet Company's Fingers of Fun® collection contains over 75 different finger puppet designs which are all full-bodied and beautifully finished. Each finger puppet is made to look as life-like as possible and has an elasticated entrance so it will stay firmly in place when in use. These Horse Finger Puppets capture the essence of what makes a fine toy because they allow the user to be creative, to entertain and, more than anything else, to have fun. The Puppet Company has built a reputation on its ability to translate any animal or character into a beautifully made and well-functioning puppet. Horse Finger Puppet Puppet features: • Full bodied finger puppet • Finger puppet length 10 cm. • Life-like puppet design • Elasticated entrance"
generate description: The Puppet Company - Finger Puppets - Swan,"The Puppet Company's Fingers of Fun® collection contains over 75 different finger puppet designs which are all full-bodied and beautifully finished. Each White Swan Finger puppet is made to look as life-like as possible and has an elasticated entrance so it will stay firmly in place when in use. These White Swan Finger Puppets capture the essence of what makes a fine toy because they allow the user to be creative, to entertain and, more than anything else, to have fun. The Puppet Company has built a reputation on its ability to translate any animal or character into a beautifully made and well-functioning puppet. White Swan Finger Puppet features: • Full bodied finger puppet • White Swan Finger puppet height 14 cm. • Life-like puppet design • Elasticated entrance"
generate description: Polly Metal basket for childrens supermarket,Size of the metal cage 25 x 16 x 10 cm. A great metal basket with wooden handles. The filling consists of at least 12 extra strong cardboard miniatures and a Nutella glass plastic with removable cover. The sorting is International and English
generate description: Childrens Yellow Electronic Checkout Cash Register Till Counter Supermarket Toy,"Cash Register with Lights & Sounds An excellent pretend supermarket or shop till that allows children to role-play and build interpersonal development skills. The till features a scanner, card swiper and food scales Comes with pretend products and food boxes Also included is a set of play money Battery Operated - Requires 2xAA Batteries (Not Supplied)"
generate description: Fiesta Crafts Cinderella Finger Puppet Set,"Product Description For children who love to act out their favourite fairytales, the Tellatale Finger Puppet Cinderella Boxed Set comes complete with five detailed finger puppets, two Ugly Sisters, Prince Charming, Cinderella and of course the kind, magical Fairy Godmother. Cinderella cleverly transforms from the ragamuffin servant into the beautiful fairy tale princess with a removeable ballgown."
generate description: Italeri 1/35 Field Tool Shop # 419,Italeri Field Tool ShopManufacturers Description: - An ideal addition for dioramas or modellers. PLEASE NOTE THAT THIS IS A PLASTIC MODEL KIT AND IS SUPPLIED UNPAINTED. PAINT AND GLUE NOT INCLUDED.
generate description: Wooden Pirate Push-up (Random one Sent),"Nice quality Pirate Push ups, designs vary from picture."
generate description: Erzi 3.6 x 9 x 9 cm Pretend Play Wooden Grocery Shop Merchandize Mini Doughnuts Coppenrath and Wiese,"Product Description Have Confidence and trust in Erzi products made with Enthusiasm and high quality in Germany. Erzi's high quality ergonomic ad environmental friendly toys with great design and functionality are available to support during Play and Learn Sport and exercise as well as for Equipping and Decorating on.The Erzi range is geared both to the needs of families as well as the requirements of larger groups. It includes nursery, kindergarten and preschool products and toys for children from 3 years as well as toys for children under 3 years.Enthusiasm and quality made in Germany In the production of our diverse product portfolio for children and adults, there are valuable criteria for which we stand committed. • Above all else, our goal is to delight our customers with high quality. The special quality of our educational wooden toy is founded in the Hart of German wood-craft, Saxon. The precision and attention to detail and inspiring wood work and for children around the world is created in the Erzgebirge the world cradle for wooden toys and Christmas decoration. • The environmentally friendly policies and our attention to the purity of our materials to protect people, animals and nature. Ecology plays in the manufacturing of our products and in the choice of wood an important role at Erzi. Sustainable production in Erzi goes further with effective transport logistics, environmentally friendly packaging and gentle processing methods. • And of course, our educational toys such as wooden blocks and our our shop accessories designed to the highest standards of product safety and meets or exceeds the legally required technical safety standards. Thus we ensure that gives you full confidence of our products • In the design of our movement products - from children's sports equipment to balance game - find ergonomic factors into account in order to promote healthy child development and support. • No matter whether it is balancing on a balance game, shopping games in the shop or tricky Activity Games is -. All Erzi products are fun, motivating the movement, have a high play value and meet educational claims to promote individual development of children. Search our wide catalog and experience it. Erzi products animate to learn through play. This is achieved by our active call characters, the attractive design and great functionality of our products. Box Contains 1 x Grocer's Shop Wooden Mini Doughnuts Coppenrath and Wiese"
generate description: Finger Puppets Nursery Children's Bedtime Educational Fairy Tale,"Ideal accompaniment to your child's bedtime story! Made from soft fabric Fits on fingers snugly Hours of fun for your child Finger puppets, set of 8 4 Pigs, 3 Houses, 1 Wolf Length - approx. 7cm"
generate description: The Puppet Company - Finger Puppet Characters - Prince,"Finger puppets are great for small and large hands alike, the “Fingers of Fun” range is full of fantastical and fairy tale characters. Use this dashing Prince to act out stories and exotic tales. Children and adults alike are fascinated and enchanted by the magic of puppetry, and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative, use their imagination to tell exciting stories, to bring fairy tales to life, to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet."
generate description: The Puppet Company - Finger Puppets - Mummy Bear,Basic but beautiful finger puppet. Suitable for adults and children.
generate description: Erzi 4.9 x 3.7 x 3.9 cm Pretend Play Wooden Grocery Shop Merchandize Egg to Cut,"Product Description Have Confidence and trust in Erzi products made with Enthusiasm and high quality in Germany. Erzi's high quality ergonomic ad environmental friendly toys with great design and functionality are available to support during Play and Learn Sport and exercise as well as for Equipping and Decorating on.The Erzi range is geared both to the needs of families as well as the requirements of larger groups. It includes nursery, kindergarten and preschool products and toys for children from 3 years as well as toys for children under 3 years.Enthusiasm and quality made in Germany In the production of our diverse product portfolio for children and adults, there are valuable criteria for which we stand committed. • Above all else, our goal is to delight our customers with high quality. The special quality of our educational wooden toy is founded in the Hart of German wood-craft, Saxon. The precision and attention to detail and inspiring wood work and for children around the world is created in the Erzgebirge the world cradle for wooden toys and Christmas decoration. • The environmentally friendly policies and our attention to the purity of our materials to protect people, animals and nature. Ecology plays in the manufacturing of our products and in the choice of wood an important role at Erzi. Sustainable production in Erzi goes further with effective transport logistics, environmentally friendly packaging and gentle processing methods. • And of course, our educational toys such as wooden blocks and our our shop accessories designed to the highest standards of product safety and meets or exceeds the legally required technical safety standards. Thus we ensure that gives you full confidence of our products • In the design of our movement products - from children's sports equipment to balance game - find ergonomic factors into account in order to promote healthy child development and support. • No matter whether it is balancing on a balance game, shopping games in the shop or tricky Activity Games is -. All Erzi products are fun, motivating the movement, have a high play value and meet educational claims to promote individual development of children. Search our wide catalog and experience it. Erzi products animate to learn through play. This is achieved by our active call characters, the attractive design and great functionality of our products. Box Contains 1 x 2 Piece Grocer's Shop Wooden Egg To Cut"
generate description: Minnie's Cake Bowtique,"Product Description This is what dreams are made of, sugar and spice and all things cake! Enjoy hours of fun selling beautiful cakes and muffins in Minnie's cake bowtique. Choose your cake, take it to the scales then pay for your purchase at the cash register using minnie's special coins. Take your friends for a cake treat, enjoy playing lots of games. Box Contains 1 x cake bowtique"
generate description: Monster High Handbag,"Product Description This Monster high hand bag is the perfect gift for that little one who wants to be just like mummy. It features a short over arm handle and is zip fastening for security and easy access. It comes in a bold black design with pink handles and features the monster high characters on the front. One of many items in this beautiful range. Established in 1999, Trade Mark Collections has been designing and selling quality licensed children's bags, umbrellas and accessories for over ten years. During this time, we have grown to be the acknowledged market leader throughout the UK and Ireland priding ourselves on top quality character products and friendly reliable customer service. Box Contains 1 x Handbag"
generate description: Casdon 519 Toy Pick & Mix Sweet Shop,"Product Description Pick & Mix sweet shop supplied with display counter incorporating cash drawer, working scales, 2 sweet jars, coins and bank notes plus a large selection of sweets and lollipops.For ages 3 Years + Manufacturer's Description Pick & Mix sweet shop supplied with display counter incorporating cash drawer, working scales, 2 sweet jars, coins and bank notes plus a large selection of branded sweets and lollypops."
generate description: Hello Kitty Hair Care,"Product Description Everything a girl needs to role-play hair styling. All accessories pack away into handy carry case with handle. Box Contains 1 x b/o hair dryer 2 x styling attachments, 1 x straighteners, 1 x mirror, 1 x brush, 1 x comb, 4 x clips 4 x bobbles. 1 x carry case"
generate description: Three Little Pigs Finger Puppet Set,"The perfect partner for story telling time. These finger puppets are ideal for bringing stories and nursery rhymes to life at home, nursery and at school."
generate description: The Puppet Company - Finger Puppets - White Sheep,Access in bottom. Great for playing or story telling.
generate description: ELC Cash Register - Pink,"Your child can enjoy playing shops with the beeping handheld scanner, chip and pin machine, working microphone and LCD screen. Includes eight pieces of play food, a credit card and lots of coins and notes too. Not suitable for children under 3 years due to small parts."
generate description: Play Teachers Game (booster pack) play lunchtimes,Hands up if you love to play teachers.... Ask this question to any group of children and loads of hands shoot up. Kids love school especially when they're the teachers. Have fun creating your own dining hall with this amazing new playset from playteachers. Use the super extra play lunchtime resources on their own or as a 'top up' to your playteachers pack.
"generate description: Homgaty 4 Pcs Piggies Wood Finger Puppets Story Telling Nursery Fairy Tale The Perfect Birthday, Christmas Gift","One problem in education is finding a way to teach values to children without getting into any specific religion. Re-telling classic stories with a modern twist is a way to help solve that problem. Using Aesop's Fables is one good example. - by Ron Kurtus - Every child should own a copy of Aesop's Fables. By using Aesop's Fables finger Puppets, wisdom values will be taught vividly. Not only does the children enjoy the pleasure but also they do establish imagination and creation in their life"
generate description: 10pcs Velvet Animal Style Finger Puppets Set,"Perfect for family entertainment, school, day care center, Sunday school or for adult to bust boredom! Features: Each set includes one rabbit / bear / hippo / cow / mouse / panda / frog / duck / elephant / dog Compact design, you can wear them on your fingers and move fingers Pretty cut puppets; the best props for kid's fairy tale Inner elastic keeps the puppets on your fingers firmly and you never worry they will drop down when you play them Material: Velvet cloth Length: 5.5 - 8.5cm Width: 4.5 - 6cm Please note that even the same kind of animals may also have some slight variations in the color and mouth and we will send one of them at random. Max. Diameter of the Finger Rabbit--------------Approx. 2.8cm Bear----------------Approx. 2.6cm Hippo---------------Approx. 2.3cm Cow-----------------Approx. 2.4cm Mouse---------------Approx. 2.5cm Panda---------------Approx. 2.5 cm Frog----------------Approx. 2.6cm Duck----------------Approx. 2.4cm Elephant------------Approx. 2.5cm Dog-----------------Approx. 2.4cm Package Includes: One set finger puppets Note: Please be reminded that due to lighting effects and monitor's brightness/contrast settings etc, the color tone of the website's photo and the actual item could be slightly different."
generate description: The Pop Up 3D Emergency Services Playscape,"Product Description This fantastic Play Scape is Emergency Services themed, making this ideal for learning through play. Assembling instantly the Emergency Services Play Scape can be used in any open space - either indoors or out to provide a fully immersive play environment for little ones. After use the Play Scape simply packs away into a compact carry bag ready for its next use. Box Contains 4 x Product1 x product storage bag"
generate description: Big Bad Wolf & 3 Little Pigs Tellatale Hand Puppet,"Product Description The Big Bad Wolf and 3 little pigs super soft-fabric hand and finger puppets set is a fabulous way to retell the classic story. Big Bad wolf is a hand puppet with a moving mouth that is perfect for huffing and puffing and doing his best to grab a pork supper. But we are sure that the three little pigs finger puppets dressed in bright blue, green and pink dungarees are far too smart for wolfie. Wolf even has 3 storage pockets for the little pigs on his back. Box Contains 1 X Big Bad Wolf Hand Puppet1x Pink Pig Finger Puppet1 X Blue Pig Finger Puppet1 x Green Pig Finger Puppet"
generate description: The Puppet Company - Finger Puppet Characters - King,"Product Description Finger puppets are great for small and large hands alike, the “Fingers of Fun” range is full of fantastical and fairy tale characters. Use this majestic King to act out stories and exotic tales. Children and adults alike are fascinated and enchanted by the magic of puppetry, and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative, use their imagination to tell exciting stories, to bring fairy tales to life, to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Finger Puppet"
generate description: Plastic Ghost Head Finger Puppets Halloween Party Toys Set of 12pcs,"Description: Vivid set of 12pcs puppets include various kinds of expressionMake a lot of fun for Kids' party and the HallowmasMaterial: Hard Plastic, environmental PVCColor: grey, yellowPuppet Average Height: Approx. 3cm / 1.18 inchChocking Hazard - Small parts. Not for children under 3 years Package Includes: 12x Ghost Head Finger Puppets Note: Please be reminded that due to lighting effects and monitor's brightness/contrast settings etc, the color tone of the website's photo and the actual item could be slightly different."
generate description: The Puppet Company - Finger Puppets - Girl Light Skin Tone,"This finger puppet child has loops on the top rear so that the user can place their fingers in, either upwards or downwards to operate. Complete with Removable Top."
generate description: Hape Market Checkout,"Product Description HAP-E3120 A colourful wooden market stall with scales, cash register, money and credit cards. Your little one can set up their place at the market with this 23 piece set. Helps develop early counting and arithmetic, as well as creativity and role play. Suitable for children from three years. Box Contains 1 x Stall1 x Weighing Scales1 x Cash Register with Money and Credit Card"
generate description: Bigjigs Toys Entertainers Finger Puppets,"There's nothing quite like a variety performance and this lively bunch of wooden characters are ready to put on a show! Among the characters are a magician, a clown and even the world's strongest man! These wooden Finger Puppets are perfectly sized for little fingers and an excellent way to develop creative and interactive play sessions - all they need now is a stage (BJ243 or BJ339)! Made from high quality, responsibly sourced materials. Conforms to current European safety standards. Age 3+ years. Puppet: Height: 125mm, Width: 105mm. Consists of 6 play pieces.Founded in June 1985, Bigjigs Toys is a family operated business which has never lost sight of its roots. Our mission is to deliver quality, safe and affordable products, which are responsibly sourced and complement childhood through fun, exploration and learning. We believe that the best toys are powered by creativity and imaginative play and strive to produce toys that are cherished and enjoyed for years to come."
generate description: Children's Work Bench Fred with Accessories,"Description: Colourful Children's Work Bench with accessories This children's work bench is very striking because of its colours. Azure blue, gaudy green, lemon yellow and garish red make a very nice combination of colours. It is not only the colours that shine, but also the children's eyes while looking at our children's work bench. The accessories are so extensive that your little ones will be unable to decide which one to use first. Your child will have all the time in the world to discover the work bench, tools and accessories. This children's work bench is a perfect Christmas or birthday present for every child. FEATURES: Colourful and robust children's work bench made of MDF Versatile set of accessories, such as tools, screws and nuts Tools are without sharp edges and corners Promotes child's development of intellectual ability, creativity and motor skills. TECHNICAL INFORMATION: Width/Height/Depth: approx. 17.4 x 25.7 x 10.4 in / 444 x 655 x 265 mm Material: MDF, wood ATTENTION: Not suitable for children under 3 years old! CONTENTS INCLUDED: 1 x Children's Work Bench KDWB01R (some assembly required) 1 x Instruction Manual in (GER/EN/FR)"
generate description: Tanner - Pretend Play Small Scale Shopping Basket 4065.4,A realistic wire shopping basket to liven up any shopping role play.
generate description: Learning Resources Pretend and Play Snack Shop,"About Learning Resources A leading manufacturer of innovative, hands-on educational materials and learning toys, Learning Resources has been teaching children through play in the classroom and the home for over 25 years. They are a trusted source for educators and parents who want quality, and award-winning educational products. Their diverse product line of over 1300 products serves children and their families, kindergarten, primary, and middle school markets focused on the areas of mathematics, science, early childhood, reading, Spanish language learning, and teacher resources. Since their founding in 1984, Learning Resources continues to be guided by its mission to develop quality educational products that make learning exciting for children of all ages and abilities. They strive to create hands-on products that build a concrete foundation of skills through exploration, imagination, and fun. 104 piece snack shop play set. Includes food, money, money tray, and menu cards. Convenient tri-fold board. Can store pieces in vinyl pockets. Recommended for ages 3 years and up."
generate description: Santoys - Wooden Toys - Wooden Flowers In Crate,An attractive set of 9 brightly coloured wooden flowers in their own handy crate. Children will love to play with these colourful pretend flowers which are a must for any home corner and ideal for use with our range of market stalls - See ASINs B003Y6QFBK or B000WZA8KA.
generate description: Santoys ST139 Table Top Market Stall and Two Crates,"Product Description ""Come and get your apples here today!"" Let your child try their hand at drumming up business with this fun, mock market stall. Comes complete with 2 crates to hold all the produce. Fruit and vegetables are not included."
generate description: The Puppet Company - Finger Puppets - Dog,Great Finger Puppet from the Puppet Company's huge collection of over 150 finger puppets!
generate description: Trademark Collections Disney Princess Sleeping Beauty Aurora Handbag,"Product Description A lovely heart shaped handbag. Zipped making it easy for little hands to add or remove items. Useful size for a child to carry when shopping. Pink with character picture on the front . Trade Mark Collections Ltd are the leading supplier to UK retailers of licensed children's and student bags,umbrellas and related accessories. Box Contains 1 x Handbag"
generate description: Trademark Collections DPRIN004036 Disney Princess Purse,"Product Description An ideal first purse for your little one, Pink in design and Illistrated with three Disney princesses, Zip fastening pocket and popper fold out section for cards etc. Trade Mark Collections Ltd are the leading supplier to UK retailers of licensed children's and student bags,umbrellas and related accessories. Box Contains 1 x purse"
generate description: ELC PLAY MONEY 99 PIECES SET FOR AGES 3-8 YEARS,"Early Learning Centre large play money set contains 99 pieces, including Sterling and Euro coins, bank notes, credit card and cheque book. Age 3 - 8yrs"
generate description: The Puppet Company Traditional Story Sets Three Little Pigs & Wolf,"Product Description Once upon a time .. Act out the classic fairy tale of The Three little pigs. Use the three finger puppet pigs and the walking finger puppet Wolf and the story board to bring the tale to life. Children and adults alike are fascinated and enchanted by the magic of puppetry, and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative, use their imagination to tell exciting stories, to bring fairy tales to life, to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 3 x Finger Puppets1 x Walking Puppet1 x Story Card"
"generate description: Learning Resources Pretend & Play Calculator Cash Reg. Register, Cashier, Solar, Toy, Accessories","3 - 8 years. Kids learn basic arithmetic skills during dramatic play. Solar-powered calculator register holds life-size bills. Features oversized buttons and large number display. Includes play money, plastic coins, play credit card, and activities. Measures 5 3/4""H x 10 1/2""W x 9 1/2""D."
generate description: niceeshop(TM) Cute 10pcs Velvet Animal Style Finger Puppets Set + Cable Tie,"Colour Name:10pcs Animal Finger Puppets Kids love it so much: These lovely and nicely handmade puppets has so life-like face that you can't help hug it.It will bring your children more surprise and fun in life. It is a soft, lovely and fantastic gift to your friend or kid.Package include:package include: 1 x set of 10pcs Finger PuppetsPlease note: 1> niceeshop(TM) is a registered trademark and the only authorized seller of niceeshop branded products. 2> niceeshop provide you various kinds of great products at the lowest possible prices, welcome to our store and get what you want !!! 3> niceeshop highly appriciate all customers' opinions to improve the selling ,also if anything you unsatisfied, pls contact our customer service department for probable best solution."
generate description: Erzi 9 x 11.3 x 5.8 cm Pretend Play Wooden Grocery Shop Merchandize Small Pot,"Product Description Have Confidence and trust in Erzi products made with Enthusiasm and high quality in Germany. Erzi's high quality ergonomic ad environmental friendly toys with great design and functionality are available to support during Play and Learn Sport and exercise as well as for Equipping and Decorating on.The Erzi range is geared both to the needs of families as well as the requirements of larger groups. It includes nursery, kindergarten and preschool products and toys for children from 3 years as well as toys for children under 3 years.Enthusiasm and quality made in Germany In the production of our diverse product portfolio for children and adults, there are valuable criteria for which we stand committed. • Above all else, our goal is to delight our customers with high quality. The special quality of our educational wooden toy is founded in the Hart of German wood-craft, Saxon. The precision and attention to detail and inspiring wood work and for children around the world is created in the Erzgebirge the world cradle for wooden toys and Christmas decoration. • The environmentally friendly policies and our attention to the purity of our materials to protect people, animals and nature. Ecology plays in the manufacturing of our products and in the choice of wood an important role at Erzi. Sustainable production in Erzi goes further with effective transport logistics, environmentally friendly packaging and gentle processing methods. • And of course, our educational toys such as wooden blocks and our our shop accessories designed to the highest standards of product safety and meets or exceeds the legally required technical safety standards. Thus we ensure that gives you full confidence of our products • In the design of our movement products - from children's sports equipment to balance game - find ergonomic factors into account in order to promote healthy child development and support. • No matter whether it is balancing on a balance game, shopping games in the shop or tricky Activity Games is -. All Erzi products are fun, motivating the movement, have a high play value and meet educational claims to promote individual development of children. Search our wide catalog and experience it. Erzi products animate to learn through play. This is achieved by our active call characters, the attractive design and great functionality of our products. Box Contains 1 x Grocer's Shop Wooden Pot"
generate description: Zhu Zhu Pets Ice Cream Shop,"Product Description Nothing beats a cool ice cream treat on a hot summers day and now your ZhuZhu Pets™ have the chance to own their very own ice cream shop. Let your hamster friend whip up some yummy ice cream delicacies for you and your hamster friends including the shop's speciality flavour, raspberry Zhu-whirl. Box Contains 1 x Ice Cream Shop"
generate description: Childrens Kids Supermarket Cash Register Pretend Play Shop Grocery Checkout Till,"Colour Name:Pink Paying by cash or card? That's up to you with this pretend play checkout till. The till has a real working calculator to help develop maths skills Two credit cards. This till helps develop your childs imagninative skills, role play skills and communication skills. Available in 2 colours: Blue and Pink Functioning Checkout Till including calculatorA selection of playfood tins and boxesPlay moneyLights and soundsSuitable for ages 3yrs+Weight: 499 gRequires batteries (not included)"
generate description: Doc McStuffins Doctor's Bag,"Product Description This pretty Doc Mcstuffins handbag is perfect for those trips to town or for your little one to play dress up. It comes in a bold pink with two over arm straps for carrying, zip fastening for easy access it is the perfect first handbag for your little one.Shaped like Doc MCstuffins doctors bag and Featuring Doc MCstuffins on the front it also has smaller compartments inside for keeping those little bits in order. made of a durable wipe cleanmaterial it is sure to be a quick favourite for any Doc MCstuffins fan. Trade Mark Collections Ltd are the leading supplier to UK retailers of licensed children's and student bags, umbrellas and related accessories. Box Contains 1 x Handbag"
generate description: BRIO Disney Mickey Mouse Clubhouse Push Puppet (Mickey Mouse),"Colour Name:Mickey Mouse BRIO's mission is to contribute to a child's development by offering good toys that stimulate the mind through play. Thanks to in-depth expertise, BRIO develops toys that always generate joy, while satisfying the child's needs in various phases of development. BRIO is a reliable 'partner' for parents. The signature material that most of BRIO toys are made from, and will always be made from, is wood. The new classics are wooden toys (with some plastic parts) in a new, modern design, with the same possibility of being handed down through generations as BRIO old favourites. BRIO pays attention to every detail through the design process and has always been dedicated to creating products that add extra play value, encourage learning and develop fine motor skills."
generate description: Kids Trolley Beauty Case Childrens Girls Beauty Parlour Set Pretend Playset Make Up Mirror Toy,"A pretty range of dressing table items for young ladies. Includes soft usable hairbrush, comb, mirror, bangles, hair rollers. Great for travel as it comes in a beautifully designed carry case that can be carried around or dragged like a trolley. For Ages 3+ years. Approx. product Size 26.5 X 34 x12.5cm. ▒ Let your little girls just be like mummy with this fantastic beauty set, it's the perfect way to encourage pretend play for your little girls with the beauty & makeup set proving your child endless hours of fun In the beauty case is included: bangles, hair rollers, mirror, comb, brush and many more! Great for travel as it comes in a beautifully designed carry case Comes with a case that case be dragged as a trolley or has a handle that can be used for carrying. Complies with the international toy safety standards"
generate description: Minnie Mouse Mad About Minnie PVC Tote,"Product Description This Mad about Minnie tote bag will be a sure favourite for any girl who loves shopping. With two straps making it easy to carry, add and remove things. Ideal size for your child to help with shopping.Trade Mark Collections Ltd are the leading supplier to UK retailers of licensed children's and student bags, umbrellas and related accessories. Box Contains 1 x Tote"
"generate description: wooden toy shop accessories ""sausage and cheese"" by howa 4858","Hmm tasty...This is a nice wooden assessories-set for the play shops. There are 25 parts included. You can decorate the sausage and the cheese on the stand. Some parts you can cut with the wooden knife. measure stand: height: 32 cm, diameter: 18 cm ATTENTION! Not suitable for children under 3 years, because of solvable small parts. Suffocation hazard!"
